,seed,model_name,accuracy,f1_score,n_clusters,domain,n_test_samples
424,400,rf,0.9874686716791979,0.4444444444444444,4,Domain2,399
425,400,rf,0.7983014861995754,0.6215139442231076,4,Domain3,471
426,400,rf,0.7702312138728323,0.8518173345759553,4,Domain4,692
427,400,rf,0.8305,0.8233454924439813,4,Global,2000
428,400,lgbm,0.815068493150685,0.8615384615384616,4,Domain1,438
429,400,lgbm,0.9849624060150376,0.0,4,Domain2,399
430,400,lgbm,0.7876857749469215,0.6212121212121212,4,Domain3,471
431,400,lgbm,0.7687861271676301,0.8504672897196262,4,Domain4,692
432,400,lgbm,0.8265,0.8197402597402597,4,Global,2000
433,400,lr,0.8059360730593608,0.8571428571428572,4,Domain1,438
434,400,lr,0.9874686716791979,0.4444444444444444,4,Domain2,399
435,400,lr,0.7622080679405521,0.5555555555555556,4,Domain3,471
436,400,lr,0.7557803468208093,0.8363988383349468,4,Domain4,692
437,400,lr,0.8145,0.8035997882477502,4,Global,2000
438,400,rf,0.8156565656565656,0.856581532416503,5,Domain1,396
439,400,rf,0.7083333333333334,0.7878787878787878,5,Domain2,144
440,400,rf,0.9798488664987406,0.3333333333333333,5,Domain3,397
441,400,rf,0.8118393234672304,0.848381601362862,5,Domain4,473
442,400,rf,0.7898305084745763,0.7953795379537953,5,Domain5,590
443,400,rf,0.832,0.8242677824267782,5,Global,2000
444,400,lgbm,0.797979797979798,0.8406374501992031,5,Domain1,396
445,400,lgbm,0.7291666666666666,0.802030456852792,5,Domain2,144
446,400,lgbm,0.9848866498740554,0.0,5,Domain3,397
447,400,lgbm,0.7970401691331924,0.8372881355932204,5,Domain4,473
448,400,lgbm,0.7661016949152543,0.7752442996742671,5,Domain5,590
449,400,lgbm,0.8205,0.8119434258774227,5,Global,2000
450,400,lr,0.8080808080808081,0.8509803921568627,5,Domain1,396
451,400,lr,0.7013888888888888,0.7817258883248731,5,Domain2,144
452,400,lr,0.9874055415617129,0.4444444444444444,5,Domain3,397
453,400,lr,0.8054968287526427,0.8466666666666667,5,Domain4,473
454,400,lr,0.7338983050847457,0.7201426024955436,5,Domain5,590
455,400,lr,0.8135,0.8012786361214703,5,Global,2000
456,400,rf,0.8169761273209549,0.8583162217659138,6,Domain1,377
457,400,rf,0.6971830985915493,0.7839195979899496,6,Domain2,142
458,400,rf,0.9848866498740554,0.4,6,Domain3,397
459,400,rf,0.8179487179487179,0.8752196836555359,6,Domain4,390
460,400,rf,0.7689075630252101,0.8172757475083056,6,Domain5,476
461,400,rf,0.8119266055045872,0.046511627906976744,6,Domain6,218
462,400,rf,0.83,0.8219895287958116,6,Global,2000
463,400,lgbm,0.7559681697612732,0.8083333333333333,6,Domain1,377
464,400,lgbm,0.7323943661971831,0.8080808080808081,6,Domain2,142
465,400,lgbm,0.9848866498740554,0.0,6,Domain3,397
466,400,lgbm,0.8051282051282052,0.8680555555555556,6,Domain4,390
467,400,lgbm,0.7521008403361344,0.805921052631579,6,Domain5,476
468,400,lgbm,0.8027522935779816,0.2711864406779661,6,Domain6,218
469,400,lgbm,0.8135,0.806434872859367,6,Global,2000
470,400,lr,0.8063660477453581,0.8501026694045173,6,Domain1,377
471,400,lr,0.6971830985915493,0.7839195979899496,6,Domain2,142
472,400,lr,0.9874055415617129,0.4444444444444444,6,Domain3,397
473,400,lr,0.823076923076923,0.8808290155440415,6,Domain4,390
474,400,lr,0.7668067226890757,0.8246445497630331,6,Domain5,476
475,400,lr,0.8256880733944955,0.20833333333333334,6,Domain6,218
476,400,lr,0.8305,0.8265984654731457,6,Global,2000
477,400,rf,1.0,0.0,7,Domain1,106
478,400,rf,0.6971830985915493,0.7839195979899496,7,Domain2,142
479,400,rf,0.8179487179487179,0.8752196836555359,7,Domain3,390
480,400,rf,0.9797297297297297,0.25,7,Domain4,296
481,400,rf,0.8256880733944955,0.09523809523809523,7,Domain5,218
482,400,rf,0.7689075630252101,0.8166666666666668,7,Domain6,476
483,400,rf,0.8064516129032258,0.8530612244897959,7,Domain7,372
484,400,rf,0.83,0.8218029350104822,7,Global,2000
485,400,lgbm,1.0,0.0,7,Domain1,106
486,400,lgbm,0.7323943661971831,0.8080808080808081,7,Domain2,142
487,400,lgbm,0.8051282051282052,0.8680555555555556,7,Domain3,390
488,400,lgbm,0.9797297297297297,0.0,7,Domain4,296
489,400,lgbm,0.8027522935779816,0.2711864406779661,7,Domain5,218
490,400,lgbm,0.7478991596638656,0.8006644518272426,7,Domain6,476
491,400,lgbm,0.7553763440860215,0.8108108108108109,7,Domain7,372
492,400,lgbm,0.813,0.8054110301768991,7,Global,2000
